Race,IFNG,CCL4,IL33,PDL2,CD3,ICOSLG,MSH2,RAD52,PRKCD,DNArepair,CD274,IFNB1,PDCD1,B2M,IFNAR1,JAK1,TYK2,TLR3,TLR9,TNFRSF4,IL15,TIGIT,GZMA,ATM,BCL6,BRCA1,BRCA2,CD163,CD19,CD40,CD86,CXCL9,CXCR5,EZH2,HLA-DRA,ICAM1,IDO1,IL6,ITGAM,ITGAX,NFKB2,NOS2,PECAM1,STAT3,TNF,VCAM1,HLA-E,CTLA4,GZMB,PRF1,GNLY,HLA-A,HLA-B,HLA-C,IFNGR1,IFNGR2,STAT1,IRF1,PSMB9,ICAM2,ICAM3,ICAM4,ICAM5,CCR5,CCL3,CCL5,CXCL10,CXCL11,IL7R,CYBB,HLA-DQA1,HLA-DMA,CD84,HLA-DPA1,HLA-DQB1,CD4,CD3D,CD3G,PTPRC,CD2,CD96,CD3E,HLA-F,HLA-G,CD1C,HAVCR2,SH2D1A,TNFRSF17,MS4A1,C10orf54,FLT3LG,CD68,FOXP3,KIR2DL1,KIR2DL3,NCR3LG1,RAD1,MSH6,MLH1,PALB2,PMS2,ATR,CHEK1,CHEK2,FANCF,RAD51,MDC1,PARP1,IL2RA,CXCR3,CXCR6,SIGLEC7,CD276,VTCN1,HHLA2,CD8A,CD8B,KLRC2,NCR1,KLRK1
White (Non-Hispanic),-0.077639118,0.271082713,0.245358473,0.334504984,-0.188126142,0.154175471,0.098667344,0.093713595,0.137351585,-0.66829599,-0.161448032,-0.146586279,0.253640278,1.090689609,0.232081193,0.205115881,0.002922737,-0.009188611,-0.125898383,-0.045999788,-0.040995418,-0.075125642,0.263120616,0.207269017,0.513415576,-0.083725117,0.027352999,0.152193095,0.021085743,0.026600088,0.113988821,-0.046308565,-0.043602581,0.000319167,1.568641024,0.025197314,0.023512441,0.119807132,-0.011502705,0.02135853,0.149491463,-0.004103372,0.191456148,0.808330722,-0.002811981,0.350753309,0.491706148,0.078948028,0.201167136,0.175567185,-0.009321707,0.412054174,0.564224089,0.790109383,0.64586048,0.379837544,0.538158494,0.265400433,0.217924386,0.26900159,0.060296299,-0.140581038,-0.184047388,0.264404641,0.298203437,1.019122477,-0.160363087,0.061304163,0.249393801,0.306112464,0.672896155,0.045163669,0.105657314,0.378245449,1.119562739,0.118558187,-0.094131329,-0.188126142,0.322846675,0.283258272,0.140303784,-0.072051364,0.277271354,0.062117583,0.240561991,-0.032723226,-0.068121814,0.072740671,-0.031839281,0.337840789,0.010597729,0.915559507,0.094769899,-0.073596295,-0.090605599,-0.120686376,0.68101538,0.200044303,0.18947362,0.018165423,0.164073275,0.067186008,0.065077875,-0.000939287,-0.003845538,0.038880882,0.090046689,0.152349504,0.213179269,-0.106226006,0.013657929,0.104740202,0.196412007,0.178378075,-0.032077534,-0.045322599,0.092046876,-0.008453775,0.028810032,-0.008999496
African American,0.022994046,0.082419459,-0.041589593,0.160808443,-0.008738808,0.363820463,0.099261258,0.263661361,0.762519716,0.0553426,-0.037501311,0.043855383,0.18194486,0.680022167,0.460236589,0.13976826,0.07491458,0.029454499,-0.051850085,0.098738135,-0.129918604,0.033670636,0.028481195,0.242138476,0.07920633,0.045192666,-0.021008246,-0.035323954,0.043779679,-0.024207465,-0.036864818,0.081989702,-0.0427404,0.041438012,0.49093158,0.130937834,0.000848771,0.058545287,0.026897233,0.075391679,0.072559664,0.057290846,0.072573804,0.625221934,0.034893996,0.063769331,0.291068952,0.029022526,0.248855093,0.158398276,0.01272763,0.192859663,0.281880638,0.556534378,0.213075852,0.628823135,0.57028797,0.093106576,0.14525518,0.168819693,0.134757949,-0.202650855,0.020977696,0.201199691,0.152719246,0.389346187,-0.07731833,-0.121641122,-0.052143262,0.005126839,0.378866419,-0.039374055,0.025000327,0.154944382,0.419553739,0.039894157,0.015199535,-0.008738808,0.101608128,-0.012466123,0.032855169,0.045954101,0.002749923,0.075196311,0.022398296,0.095851582,0.02648357,0.011770687,-0.001481219,0.214545026,0.116012452,0.524346322,0.244725027,-0.091367649,-0.064508224,-0.055720596,0.595430509,0.166597278,0.122483766,0.179220212,0.144904468,0.10950066,0.085167835,0.122395115,-0.059450123,0.210158406,0.096650581,0.051359765,0.041075017,-0.070987151,-0.010814444,0.324033802,0.349430243,0.206694863,-0.039687351,-0.043392665,0.177132157,0.208163545,0.095447646,-0.027411961
African American,0.106441547,0.369520575,0.470481,-0.07649691,0.093483542,0.411496204,0.143996448,0.201075103,0.308831299,-0.710913911,0.001501278,-0.106665903,0.241577368,1.168259542,0.401373706,0.585188901,0.041395724,0.16466748,0.283164649,0.117868982,-0.137258873,-0.027937005,0.432639962,0.344493659,0.401286279,0.049616137,-0.074583844,-0.072495955,-0.024087352,0.041619856,0.070361166,0.059197257,-0.307494633,-0.018430169,1.473950597,-0.010004873,0.041033231,-0.199741482,0.034393509,0.082898225,0.115460737,-0.047709429,0.191886514,0.674199291,-0.027670571,0.198487233,0.663825536,0.040228477,0.179533079,0.006376882,-0.071029596,0.767345383,0.548173477,0.869822209,0.149220059,0.164977478,0.619087952,0.199965107,0.303877276,0.07125382,0.053439294,-0.341150022,-0.153398501,0.286532697,0.421108503,1.036882863,-0.124846059,-0.113903066,0.108036339,0.142730411,0.607158376,-0.004702582,0.162249154,0.394801422,1.229163096,0.052861586,-0.030705965,0.093483542,0.521954005,0.288892595,0.20579183,0.239173548,0.173932008,-0.040032671,0.355137784,0.032561358,-0.065156116,0.0231455,-0.047031826,0.215118495,0.142227503,0.846009787,-0.067454344,-0.193603264,-0.145249234,-0.038675619,0.684134022,0.46212163,0.09609399,0.129171664,0.273596425,0.174770935,-0.017354378,-0.006395734,0.066574954,-0.009658173,0.131174472,0.371568107,-0.121074791,-0.014926577,0.172607791,0.175724282,0.282909343,0.128035536,-0.095394078,0.083094672,0.400636246,0.129768425,0.073729182,0.23224065
White (Non-Hispanic),-0.011973845,0.295760879,0.376506288,0.277561758,0.242978565,0.462481665,0.144338416,0.212951516,0.224355648,-0.546387432,0.067743245,0.041679326,0.228039248,1.442373974,0.537263939,0.569302165,0.114384655,0.217987065,0.001872792,-0.130194917,-0.263078567,-0.019163939,0.717128033,0.667379914,0.389339747,0.05290071,0.023777716,0.289257418,0.087365951,0.219812201,0.096276857,0.487427278,-0.136843052,0.070185634,2.580277394,0.102456857,0.042801613,-0.10957758,0.051038943,0.134281708,0.202197167,-0.066736594,0.401948067,0.785613971,-0.166762624,0.470450705,0.601456213,0.042967481,0.276513283,0.163964985,-0.184475393,0.756152602,0.613388922,0.928324523,0.536552327,0.601447081,0.789599276,0.326658789,0.456618023,0.155624379,0.38478558,-0.487845379,-0.373722036,0.408193799,0.09025351,1.298405242,0.126927107,-0.038661343,0.499111546,0.658245651,0.481244687,0.217429536,0.284817502,1.017758992,1.079368499,0.235629307,0.512491452,0.242978565,1.237836311,0.646385997,0.499956387,0.471371426,0.170057209,0.056042705,0.467341884,0.055476595,0.25553453,-0.142762755,0.972172455,0.184248995,0.042149266,1.058882058,-0.075121786,-0.157772473,-0.050021595,0.073206091,0.608462804,0.445352287,0.116328906,0.216829105,0.238601498,0.289834835,0.003837182,-0.009032216,0.029138162,-0.062108482,0.119884878,0.338800114,0.166477069,-0.162073172,0.130922209,0.147689048,0.116911986,0.350715021,-0.191009307,-0.173284462,0.291595953,0.087081263,0.039748504,0.192054003
African American,-0.135652154,0.046710583,0.733791817,0.179075505,-0.002028891,0.39120899,0.107637646,0.285407099,0.179933008,-0.54364581,0.020673977,-0.133179238,0.263237716,1.032551805,0.308375984,0.329668625,0.060073606,0.136545441,-0.005253268,0.096735631,-0.094687922,-0.026339003,0.502164538,0.171377394,0.093601859,0.1204218,0.005458866,0.156034005,-0.003683939,0.256284678,-0.038592641,-0.057996924,-0.126507724,-0.055762273,1.787791075,-0.056209926,-0.097845079,0.06440491,0.059120466,0.12811502,0.085169155,-0.009730387,0.171707445,0.790953648,0.016166069,0.286325272,0.458960011,0.003676906,0.329153584,0.152164593,-0.034903952,0.510182721,0.539523406,0.857576743,0.26170517,0.525902524,0.534245778,0.145856701,0.289489714,0.13946154,0.251780278,-0.113932306,-0.053523049,0.273571162,0.252381647,0.915318083,-0.021121473,-0.168581511,0.181452287,0.230998379,0.523757655,0.092955998,0.01684426,0.541042616,0.685231708,-0.011128811,0.143315325,-0.002028891,0.172001523,0.274185183,0.158245956,0.067583491,0.064019588,-0.015303292,0.048894233,-0.092416358,-0.035948861,-0.117319418,-0.070135662,0.327951703,0.1154291,0.981123621,-0.020179601,-0.112065852,-0.015482738,-0.140292965,0.831739018,0.37263567,0.127057087,0.132450973,0.204844851,0.100698953,0.029404024,0.057332827,-0.088360348,-0.00018807,0.090365598,0.068215874,-0.068219595,-0.207549803,0.087222948,0.232128154,0.285037632,0.058346644,-0.114796889,-0.039613109,0.139086315,0.0858902,0.055287923,-0.062330446
African American,-0.030491892,0.109047275,0.468800268,0.133601689,-0.077352903,0.273036672,0.240916333,0.145727037,0.381452926,-0.288814043,0.121349309,0.147935763,0.009866158,1.032515191,0.364691894,0.137982777,0.04423459,0.038939169,-0.02435203,-0.021316328,-0.090272318,-0.118868946,0.234268551,0.237700999,0.258952165,0.044987758,-0.063725085,0.067028184,-0.007067816,0.040523086,0.023112329,0.02262786,-0.084090943,-0.038122469,0.588067589,-0.090093061,0.012040201,-0.030418045,-0.047898486,0.03821593,0.08504139,-0.029821255,0.058855202,0.487160686,-0.218348444,0.015257036,0.37101705,-0.096406393,0.116857851,0.072309064,-0.129637105,0.354990286,0.401189179,0.563711582,0.280547064,0.108855431,0.365752402,0.01492467,0.205567064,0.090041963,0.189751871,-0.322489248,-0.135844106,0.122830076,0.054664706,0.772099723,0.323145935,-0.311668335,0.238312555,0.13685421,0.330240484,-0.060678451,0.068416339,0.352796271,0.770600729,0.071226337,-0.031299621,-0.077352903,0.178568664,0.098770496,0.078568649,0.123713675,-0.024438911,0.110055924,0.120211486,0.149467678,0.233677796,-0.049163323,0.154637362,0.228204981,0.105548995,0.487657275,0.080214,-0.055587419,-0.126628478,-0.091709286,0.687211602,0.399224945,0.14319722,0.126362083,0.22642077,0.208240331,0.004524617,0.02407576,0.018525261,0.074635767,0.053235114,0.090657909,-0.047268664,-0.226017602,0.252753781,0.081653346,0.21006838,0.110835729,-0.052027659,0.039272276,0.124481695,0.080926668,0.155023263,-0.02830307
African American,-0.072696452,0.11354072,0.181663172,-0.057497578,-0.071568139,0.223886815,0.187077767,0.198509123,0.5173477,-0.255251957,-0.043495618,-0.059895018,0.181193925,0.831630907,0.366461006,0.329465155,-0.02411601,0.034787245,0.117673638,0.099834301,-0.144582051,-0.103089069,0.08233478,0.285609369,0.350926349,0.046923275,-0.087576716,0.101061505,0.071100105,-0.047468708,0.036553908,-0.038741657,-0.109626286,0.065264964,0.911729482,-0.158438903,0.018400816,-0.020034374,-0.072580929,0.043722589,0.102485155,0.020908463,0.168099617,0.713233862,-0.016012646,0.032918072,0.45618904,-0.034757601,0.161268294,0.104776996,-0.121319359,0.192658488,0.397851736,0.493127965,0.371543244,0.29806403,0.458448144,0.047716373,0.091071585,0.168621606,0.109956382,-0.286746251,-0.193917477,0.214527742,0.033485616,0.329440052,-0.113384749,-0.079292932,-0.080563941,0.106027577,0.329447879,0.082972512,0.08614382,0.10018764,0.562489521,0.009850877,0.143369699,-0.071568139,0.124037725,-0.013729356,0.111768202,-0.021884452,0.007881588,0.09809747,0.191516169,0.052414881,0.048296324,-0.064409936,-0.031732256,0.143428595,0.248158486,0.574933278,0.039824992,-0.157646836,-0.041719949,0.162222429,0.633111508,0.368041315,0.162281552,0.208443023,0.198711617,0.131558672,0.016523237,-0.059190098,0.039736985,0.052357222,0.036354515,0.062476631,-7.48E-05,-0.079728967,0.040750518,0.184878625,0.404412477,0.19646447,-0.051338202,0.076880094,0.228519351,0.02903973,0.053694317,-0.064298643
African American,-0.058458864,0.058814238,0.106915424,0.064148701,-0.02045739,0.337986743,0.189480322,0.257974959,0.500401832,-0.225269164,-0.01845002,-0.008810661,0.247644284,1.071181566,0.474542391,0.29290239,0.099921283,0.188001744,-0.021098833,-0.098824916,-0.241274617,-0.131868348,0.182835709,0.377648052,0.127514517,-0.000281287,-0.093169172,-0.06100991,0.040023755,-0.015279801,-0.030033736,-0.143080917,-0.107281768,-0.012554568,0.933614457,-0.068033438,-0.069592433,-0.078893756,-0.021880541,0.104533219,0.109896418,-0.02987031,0.101561318,0.833715053,-0.131896612,0.039068138,0.505575661,-0.031397205,0.250255366,-0.004722213,-0.054130937,0.52545214,0.522816981,0.620701464,0.651543832,0.50353864,0.773175856,0.131694178,0.247172395,0.226531581,0.101049867,-0.264708772,-0.211620502,0.061708318,0.185307798,0.350657713,0.022523994,-0.066630693,-0.066637991,0.091708225,0.33349907,0.044955637,-0.003267884,0.463476351,0.811748154,0.081967724,0.008549068,-0.02045739,0.154615668,0.105941376,0.032800358,0.016084927,0.097112753,0.046685659,0.124585159,0.040444699,-0.054782813,-0.037294987,-0.024126029,0.147385707,0.030413481,0.744451424,0.194273635,-0.098441565,-0.085991904,0.237054791,0.732899713,0.304668333,0.332437623,0.180488873,0.378424115,0.298581374,-0.008164871,0.020923584,0.003982225,-0.059211435,0.165715729,0.15025136,-0.071926898,-0.169759642,0.060128492,0.157688926,0.551778215,0.07574673,-0.027779173,-0.103021228,0.18830729,0.000664143,0.125226358,0.055439846
African American,0.151211838,0.510820596,0.203507368,0.000782739,0.564948241,0.426116804,0.258910431,0.223787931,0.396813147,-0.532971363,-0.024295316,0.182072504,0.328627953,1.79516127,0.545141209,0.52391434,-0.096421303,0.206622458,0.108152019,0.184058797,-0.125107124,0.172826903,0.4557948,0.506204163,0.427884995,0.009647791,-0.021077853,0.141741547,0.083480855,0.140783249,0.20240604,1.85234936,-0.22718513,0.373649411,3.001309884,0.298963183,0.032905414,-0.108247894,-0.031770828,0.195572125,0.091488448,-0.080826045,0.261112084,0.744729163,0.033851286,0.561186241,1.113327468,0.540871319,0.231133354,0.099659767,0.121865743,1.291991188,1.121735516,1.149265162,0.578757144,0.473121731,1.093912954,0.271223865,0.711132888,0.163418448,0.15756384,-0.363614238,-0.227188139,0.367428969,0.614917263,1.129133903,1.246012375,0.227651145,0.861342394,0.476137536,1.806532409,0.377837796,0.344479356,0.421533769,1.662346876,0.158735929,1.197457528,0.564948241,1.238790043,0.711489197,0.481445302,0.211447485,0.393571157,0.193714251,0.367033864,0.2897921,0.187505622,0.113914825,0.664947192,0.162896783,0.122866615,1.269022894,0.006384155,-0.228355196,-0.18237163,0.092696899,0.82627682,0.457651112,0.272055662,0.236882954,0.391148832,0.460209551,0.192357421,0.089669664,0.137950536,-0.039742155,0.151889141,0.265831484,0.108108451,-0.180391062,0.042485467,0.0621123,0.563208084,0.238847211,-0.057191187,0.113806928,0.321011146,-0.008130268,0.162784345,0.117276825
White (Non-Hispanic),-0.124500069,0.176870946,0.134345189,0.164329517,-0.131616818,0.208484709,0.252021661,0.315438767,0.476757513,-0.212732239,-0.054801402,-0.101279635,-0.003899083,1.472598512,0.665371673,0.540297409,0.083901039,0.082839827,-0.169744255,-0.139579747,-0.208283661,-0.0395606,0.060221005,0.522621449,0.263262653,-0.029325376,-0.096876153,0.013127967,-0.154085087,-0.093777462,0.0023378,-0.042565635,-0.21401343,0.018357387,1.825272162,-0.142273707,-0.15249527,-0.181291071,-0.159697901,0.095668949,0.084636037,-0.133148826,0.573403541,1.280808687,-0.15900476,0.200661502,0.62286591,-0.092884145,0.260595968,-0.019393384,-0.188419048,0.40949242,0.45585156,0.791831427,0.175319754,0.417152959,0.475439738,0.050231044,0.151384177,0.098460031,0.058760012,-0.451918251,-0.379819145,0.301680012,0.366100185,0.494790636,-0.099107463,-0.088891748,-0.050343665,0.260502857,0.496638079,0.203964503,-0.002491312,0.530044936,0.719609879,0.13517763,-0.069058698,-0.131616818,0.076371668,0.04727347,0.014727727,-0.040909704,-0.012429428,0.072631531,0.04183667,-0.045684977,-0.23050636,-0.02152866,-0.008684432,-0.004174234,-0.020055565,0.768637848,-0.050720754,-0.235912391,-0.174360487,-0.096277235,0.619796675,0.358040212,0.371973699,0.255634734,0.39953296,0.224220087,-0.081493811,0.04454648,-0.059063115,0.045982961,0.08200744,0.041659084,-0.114722606,-0.215829723,0.164373849,0.110754619,0.270699937,0.086720732,-0.204843496,-0.202859446,0.113614588,-0.019719435,-0.075551127,0.042362997
White (Non-Hispanic),-0.15891665,0.098560586,0.174424104,0.048073387,0.033606168,0.218990832,0.146036258,0.260176614,0.720585661,-0.504788976,-0.039290848,-0.228062843,0.190159683,1.740280683,0.696388681,0.592143951,0.075207703,0.567875683,-0.000205925,0.026939564,-0.193261848,-0.005559109,0.237960695,0.459308689,0.534409076,-0.020106969,-0.123024924,0.212657268,-0.050580754,0.013672311,0.035538972,0.193691152,-0.16324138,0.100901458,1.886051892,-0.107792643,-0.066600507,-0.016501152,-0.049316389,0.137552214,0.035719428,-0.090060728,0.320764619,1.163640725,-0.081382226,0.065380107,0.725662284,0.093498383,0.203009569,0.142349565,-0.040932567,0.682492593,0.797198652,1.040136055,0.518035354,0.499148994,0.827468539,0.102934589,0.148885497,0.130586539,0.135259482,-0.235443445,-0.124050355,0.175246443,0.242224044,0.787957922,0.360913337,0.060811779,0.244961233,0.381901582,0.563831157,0.084200506,0.060492866,0.935999452,0.330453875,0.175727954,-0.028821442,0.033606168,0.357460706,0.262575216,0.142760972,0.10426644,0.184121571,0.110646257,0.135895732,0.034410074,-0.063082634,-0.146560374,-0.050991838,0.204903389,0.119291727,1.261013476,0.133068425,-0.199768933,-0.052258255,0.190408319,0.567345056,0.395417355,0.310151978,0.193335711,0.3090271,0.308798656,-0.033871375,-0.039691249,0.102714265,0.090693155,0.194683099,0.317580746,0.072392726,-0.172886178,-0.007189433,0.131164406,0.669989227,0.057462459,-0.12734913,-0.033658961,0.231385285,0.015363933,0.013085036,0.028475733
White (Non-Hispanic),-0.110675315,0.352330885,0.146760235,0.165199506,0.072806995,0.220398893,0.322686168,0.438624441,1.087741487,-0.348541278,-0.036734719,-0.131649159,0.177110781,1.751057564,0.992543643,0.764497096,0.138747803,0.220205347,0.057121882,-0.032884726,-0.202692647,-0.070625661,0.419567766,0.560539182,1.395503042,-0.028029823,-0.132081029,0.334708791,-0.16349501,0.073733168,-0.078120741,0.896102832,-0.282150802,0.079365252,2.503953878,0.257798375,0.02380252,-0.018320289,-0.007500572,0.332833544,0.287747494,-0.087649181,0.5125687,1.786001994,-0.107936364,0.163624317,0.948372208,0.091450042,0.195558148,0.068320193,-0.094979038,0.852811819,1.066130016,1.256547904,0.985448528,0.697514249,1.272608705,0.606580557,0.460019376,0.148240019,0.175794895,-0.358490782,-0.286023057,0.108872666,0.215810556,1.025917909,0.820812174,0.552295088,0.329904055,0.370293823,1.641138518,0.73166308,0.246942755,0.893162923,0.544840297,0.191465625,0.141798026,0.072806995,0.511988409,0.233489868,0.105001796,0.057662703,0.372194611,0.133038521,0.100133208,0.038914626,-0.120414917,-0.157664515,-0.091275869,0.16583465,0.112121308,1.474819339,0.160194166,-0.393374732,-0.190476019,0.062748762,0.732841624,0.478351583,0.495260774,0.292261639,0.589296019,0.440429975,-0.041145745,0.080920575,0.041276694,0.000679162,0.399914493,0.464627236,-0.069638471,-0.117304763,0.102853689,0.070084326,0.646679491,-0.015885311,-0.211622574,-0.015602104,0.168003192,-0.044813344,-0.042648757,0.15011152
African American,-0.111970691,0.171224135,0.077250047,-0.05981583,-0.126527589,0.119968528,0.227950343,0.216342161,0.641560548,-0.334853981,-0.106698165,-0.129199863,0.150286744,1.100512142,0.482356264,0.493814664,0.063972403,0.20083406,0.049759553,-0.180389221,-0.174238426,0.075977852,0.310424251,0.386769768,0.415882834,-0.044982383,-0.164188446,-0.107691598,-0.052654088,-0.088122398,0.005061322,-0.062921407,-0.249035505,0.092473687,1.549441415,-0.030525163,-0.045394898,-0.067560735,-0.058511223,0.068807353,0.067604273,-0.168254722,0.229242109,0.889544606,-0.090331834,0.198783168,0.612241524,-0.03412341,0.288075928,0.061028796,-0.146053274,0.577069042,0.595873156,0.516817344,0.5423748,0.345486826,0.7130216,0.239367053,0.20999834,0.137514627,0.02648203,-0.44495756,-0.361892746,0.266002991,0.096020344,0.57042927,0.036188708,-0.110977905,0.148946686,0.234144919,0.833187831,0.204471073,0.029508116,0.388556983,0.966402036,0.054923213,0.015080103,-0.126527589,0.422251584,0.229003552,0.19106189,0.022184391,0.202265601,0.01135697,0.204516734,0.066484789,-0.137761932,-0.271774093,-0.037442921,0.080562765,-0.015551988,0.987310839,-0.080090366,-0.293726174,-0.154103508,-0.032920774,0.707800457,0.464990982,0.368389714,0.165224993,0.525437981,0.421868415,-0.147088802,0.011503381,-0.146862731,0.01620685,0.348629788,0.334036688,-0.183668229,-0.182227523,0.248543811,0.041218048,0.559963941,0.106159212,-0.212860182,0.016474416,0.31231354,-0.049658073,-0.039898389,-0.143855001
White (Non-Hispanic),-0.192460653,0.410945731,0.209415711,0.120596075,0.384511638,0.31393618,0.238455505,0.298531779,0.65657797,-0.581188314,-0.090052375,-0.279384371,0.244467136,1.670117401,0.469377372,0.548982387,0.162271901,0.331308811,0.142119609,0.066025034,-0.191106117,0.085835335,0.663910349,0.703299027,0.732329648,-0.035347287,-0.055026438,0.177367593,-0.021004327,0.174705626,0.132757209,0.906411265,-0.294999119,0.113182278,2.609415593,0.308694802,-0.007679905,0.117217623,0.046652186,0.353787496,0.268799177,-0.052869746,0.487446175,1.332872139,-0.053037859,0.45612415,0.893361859,0.005501633,0.44320322,0.236458422,0.024947941,0.870451967,0.69160873,0.899708405,0.761532223,0.623384006,0.969609392,0.365762324,0.487543067,0.112109079,0.060484778,-0.163221245,-0.191496105,0.413370461,0.356949842,1.383494789,0.627076925,0.2117506,0.851744416,0.713891587,1.296962431,0.314668886,0.322101645,1.11248991,1.139930161,0.423477132,0.47440964,0.384511638,0.837464205,0.698922367,0.383332631,0.256569118,0.28725595,0.093729466,0.099564765,0.056622831,0.304664095,-0.101335695,0.251324485,0.245074441,0.030406071,1.649302031,0.1269584,-0.199209915,-0.135998533,0.055680151,0.678468695,0.498482626,0.256469629,0.17075704,0.470731223,0.412089881,0.01129973,0.010861341,0.069100401,0.049304594,0.352006764,0.190704187,0.190712317,-0.111145366,0.160343339,0.013371105,0.591592524,0.301434591,-0.074467136,0.042165825,0.278965625,0.174411993,0.045735014,0.215538361
African American,0.001191692,0.389718045,0.186637091,0.175232883,0.052463444,0.300293792,0.135937314,0.335685747,0.576117816,-0.606801452,-0.073057467,-0.058851013,0.10401976,1.606680065,0.675063316,0.569389725,0.122023193,0.291711705,-0.052388477,-0.231561899,-0.171131363,-0.112736995,0.577173772,0.648050019,0.545940132,-0.007256548,-0.044932229,0.200243738,-0.115399454,0.125376346,0.149298239,0.643332797,-0.324935186,0.106259926,2.412018616,0.16887149,-0.003941855,-0.05883322,0.076229878,0.331686085,0.223699357,-0.161965088,0.724382074,1.219891036,-0.177672238,0.225860891,0.65405703,-0.078779889,0.279408756,0.083456001,-0.160041747,0.520323483,0.654191906,0.576534537,0.343822065,0.567786573,1.009523492,0.236616077,0.343637319,0.048014226,0.116460076,-0.360886105,-0.354953097,0.438876031,0.342465705,1.055642221,0.494403847,0.041904237,0.234310263,0.778730603,1.90473571,0.254372942,0.195302959,0.461904706,1.218774701,0.299507551,0.304530737,0.052463444,0.715643821,0.354401334,0.20688082,0.191720778,0.149576286,-0.086697529,0.232520039,0.009739004,0.104331437,-0.031161316,0.048429989,0.169334161,0.212797657,1.541125718,0.135037752,-0.264996868,-0.216774222,-0.078552316,0.618796682,0.387418954,0.263010133,0.281448267,0.349767547,0.296979995,-0.062159513,0.058170301,-0.102720398,0.101051256,0.202818913,0.098780248,0.166609405,-0.163507594,0.131365907,0.129068478,0.440877035,0.412193755,-0.175100953,0.031715266,0.13996166,-0.005541259,-0.049303491,0.125873863
African American,-0.216003693,0.18196848,-0.003502142,0.062471094,-0.001562424,0.269303938,0.125141711,0.321320571,0.849359398,-0.231908379,-0.10614689,-0.139120192,0.145567513,1.155227748,0.719514129,0.457388376,0.151150963,-0.037070652,0.033910496,0.087996462,-0.171445718,-0.086619144,0.03363248,0.339984161,0.322102262,-0.032111684,-0.08105306,0.006983048,-0.004681661,-0.083311796,0.108890194,-0.07725863,-0.15581826,0.152941044,1.119259674,0.013374167,-0.039951448,-0.132398787,0.003613758,0.211983575,0.299716289,-0.016107418,0.206806035,1.012724587,-0.229524347,0.02772668,0.50184064,0.039082148,0.280673374,0.05512177,-0.007090191,0.391930327,0.545090645,0.807183943,0.321551161,0.540119487,0.770209754,0.193646218,0.193693085,0.089695071,0.169627291,-0.255686832,-0.135358486,0.156690721,0.061430403,0.531307186,0.049277718,-0.085189035,-0.02769659,0.120630483,0.410538611,0.006386772,0.064299814,0.495944025,0.402710034,0.229696903,0.135151279,-0.001562424,0.077333306,0.030844826,0.003467895,0.090880281,0.057124893,-0.019756321,0.004670175,0.052547456,-0.08683552,-0.265808386,-0.08376387,0.162439121,0.009368896,1.004118633,0.03215514,-0.120665566,-0.087868059,-0.097399121,0.608754346,0.267945626,0.38267546,0.185594745,0.331551165,0.380200559,-0.007354938,0.114680266,-0.009909442,0.055743972,0.060774031,0.269015286,0.078466895,-0.026308986,-0.020408819,0.055511288,0.436905692,0.044324204,-0.102906364,-0.009508916,0.17155919,-0.026344306,0.10235175,-0.028932268
African American,-0.096519687,0.313581985,0.09788317,0.274667712,0.350514708,0.272070763,0.096293796,0.26129925,0.414820023,-0.573454781,-0.12019646,-0.074305859,0.217991441,2.103971762,0.815253635,0.4572553,0.131311777,0.589173895,0.032064944,0.111173181,-0.224069544,0.040694643,0.735938668,0.440477329,0.29050278,0.012680052,-0.099550296,0.317680436,-0.055751122,0.093752904,0.123933336,2.023541298,-0.112808862,0.018791085,3.4843905,0.25218033,0.223778454,-0.11826077,0.050421638,0.269465459,0.195383243,-0.089548375,0.422682222,1.219560449,-0.082610874,0.218346689,1.172487224,0.155730665,0.247384973,0.549499242,-0.128469387,1.404231129,1.650309379,1.596280228,0.577892384,0.536478332,1.416885662,0.232894793,0.703052123,0.181293639,0.213776491,-0.320758174,-0.197018194,0.329172351,0.213126526,1.313304172,1.240670098,0.946201063,1.132607406,0.694001998,1.031710351,0.357567092,0.370282359,0.878389502,1.288458999,0.320784299,0.757936775,0.350514708,0.881577511,0.512654121,0.45782151,0.537856152,0.573059885,0.11155218,0.276967751,0.082986753,0.044940702,-0.156985647,0.282194658,0.329343139,0.250190438,1.479613788,0.08028174,-0.051229459,-0.081857361,0.027986994,0.484453043,0.239335954,0.097610514,0.212236902,0.331611882,0.309389577,0.042738608,0.142750779,-0.065359347,0.142167364,0.102672797,0.183889801,0.129415377,-0.165437139,0.042222861,0.202983598,0.670902513,0.074774564,-0.205257395,0.076973607,0.172339879,0.055314528,0.132826824,0.488312136
